"Date","Brazilian Reals to One U.S. Dollar","Chinese Yuan to One U.S. Dollar","Hong Kong Dollars to One U.S. Dollar","Indian Rupees to One U.S. Dollar","Japanese Yen to One U.S. Dollar","Singapore Dollars to One U.S. Dollar","Swedish Kronor to One U.S. Dollar","Thai Baht to One U.S. Dollar"
"2003-01-08",3.295,8.277,7.8,48,119.35,1.739,8.694,42.72
"2003-01-09",3.309,8.277,7.799,47.96,119.57,1.741,8.713,42.76
"2003-01-10",3.294,8.277,7.799,48,119.44,1.739,8.678,42.8
"2003-01-13",3.307,8.277,7.799,47.96,119.03,1.738,8.699,42.79
"2003-01-14",3.265,8.28,7.799,47.95,117.96,1.733,8.672,42.6
"2003-01-15",3.32,8.277,7.799,47.97,117.91,1.734,8.67,42.7
"2003-01-16",3.289,8.277,7.799,47.96,118.02,1.733,8.676,42.69
"2003-01-17",3.373,8.277,7.799,47.96,117.88,1.733,8.625,42.74
"2003-01-21",3.461,8.277,7.8,47.97,118.57,1.736,8.656,42.83
"2003-01-22",3.512,8.277,7.799,47.93,118.15,1.733,8.623,42.75
"2003-01-23",3.531,8.277,7.799,47.92,117.83,1.731,8.6,42.72
"2003-01-24",3.616,8.277,7.8,47.9,117.8,1.731,8.525,42.69
"2003-01-27",3.659,8.277,7.8,48.1,118.64,1.731,8.525,42.7
"2003-01-28",3.638,8.277,7.8,47.92,118.67,1.733,8.533,42.68
"2003-01-29",3.617,8.277,7.8,47.83,118.13,1.731,8.475,42.7
"2003-01-30",3.563,8.28,7.8,47.85,119.22,1.739,8.515,42.78
"2003-01-31",3.513,8.277,7.8,47.83,119.96,1.74,8.614,42.77
"2003-02-03",3.535,8.277,7.8,47.8,120.47,1.742,8.565,42.82
"2003-02-04",3.558,8.28,7.8,47.82,119.75,1.738,8.493,42.7
"2003-02-05",3.574,8.28,7.8,47.77,119.78,1.743,8.535,42.77
"2003-02-06",3.606,8.28,7.8,47.8,119.93,1.74,8.475,42.79
"2003-02-07",3.586,8.28,7.8,47.72,120.4,1.747,8.49,42.92
"2003-02-10",3.605,8.277,7.8,47.69,121.25,1.758,8.545,43.18
"2003-02-11",3.581,8.278,7.8,47.7,121.19,1.754,8.512,43.09
"2003-02-12",3.595,8.278,7.8,47.89,121.3,1.758,8.525,43.02
"2003-02-13",3.64,8.277,7.8,47.87,120.49,1.754,8.41,43.03
"2003-02-14",3.664,8.277,7.8,47.92,120.41,1.754,8.443,43.12
"2003-02-18",3.598,8.277,7.8,47.75,118.93,1.751,8.524,43.05
"2003-02-19",3.61,8.278,7.8,47.7,118.65,1.751,8.477,43.04
"2003-02-20",3.626,8.278,7.8,47.65,118.18,1.744,8.411,42.88
"2003-02-21",3.613,8.278,7.799,47.65,118.78,1.745,8.46,42.9
"2003-02-24",3.597,8.278,7.799,47.74,117.78,1.739,8.465,42.81
"2003-02-25",3.608,8.278,7.799,47.74,117.14,1.733,8.453,42.69
"2003-02-26",3.589,8.277,7.799,47.67,117.19,1.736,8.421,42.75
"2003-02-27",3.566,8.278,7.799,47.66,117.58,1.736,8.482,42.68
"2003-02-28",3.565,8.278,7.799,47.66,118.22,1.737,8.505,42.8
"2003-03-03",3.57,8.278,7.799,47.7,117.93,1.737,8.497,42.7
"2003-03-04",3.57,8.277,7.799,47.85,117.96,1.737,8.425,42.69
"2003-03-05",3.57,8.278,7.799,47.8,117.32,1.733,8.378,42.52
"2003-03-06",3.53,8.278,7.799,47.63,117.22,1.737,8.365,42.62
"2003-03-07",3.51,8.277,7.799,47.8,116.47,1.736,8.373,42.5
"2003-03-10",3.525,8.277,7.799,47.7,116.55,1.735,8.367,42.45
"2003-03-11",3.489,8.277,7.799,47.64,117.07,1.739,8.449,42.46
"2003-03-12",3.48,8.277,7.799,47.65,117.18,1.747,8.431,42.73
"2003-03-13",3.423,8.277,7.799,47.66,118.31,1.75,8.5,42.8
"2003-03-14",3.388,8.277,7.799,47.66,118.59,1.759,8.577,42.79
"2003-03-17",3.405,8.277,7.799,47.68,118.45,1.766,8.668,42.79
"2003-03-18",3.445,8.277,7.799,47.68,118.9,1.767,8.699,42.92
"2003-03-19",3.476,8.277,7.799,47.72,120.13,1.772,8.675,43.03
"2003-03-20",3.486,8.277,7.799,47.75,120.05,1.765,8.639,42.99
"2003-03-21",3.425,8.277,7.799,47.66,121.42,1.771,8.703,43.07
"2003-03-24",3.407,8.277,7.799,47.68,120.69,1.766,8.675,42.91
"2003-03-25",3.395,8.277,7.799,47.64,120.03,1.767,8.673,42.84
"2003-03-26",3.393,8.278,7.799,47.64,120.13,1.77,8.653,42.9
"2003-03-27",3.402,8.277,7.799,47.59,119.78,1.768,8.643,42.88
"2003-03-28",3.371,8.277,7.799,47.55,120.18,1.773,8.561,42.99
"2003-03-31",3.332,8.277,7.8,47.53,118.07,1.765,8.474,42.86
"2003-04-01",3.329,8.277,7.8,47.45,118.25,1.771,8.483,42.9
"2003-04-02",3.285,8.277,7.799,47.4,119.17,1.772,8.585,42.99
"2003-04-03",3.24,8.277,7.8,47.43,119.55,1.779,8.565,43.07
"2003-04-04",3.233,8.277,7.8,47.44,120.05,1.776,8.593,43.1
"2003-04-07",3.175,8.277,7.8,47.44,120.41,1.783,8.643,43.18
"2003-04-08",3.175,8.277,7.8,47.46,119.91,1.784,8.568,43.08
"2003-04-09",3.175,8.277,7.8,47.45,120.55,1.782,8.527,43.08
"2003-04-10",3.22,8.277,7.8,47.4,119.58,1.776,8.475,42.87
"2003-04-11",3.223,8.277,7.8,47.38,120.47,1.781,8.49,43.02
"2003-04-14",3.183,8.277,7.8,47.44,120.3,1.781,8.473,42.91
"2003-04-15",3.115,8.277,7.8,47.36,120.2,1.782,8.484,42.95
"2003-04-16",3.064,8.277,7.8,47.38,120.04,1.776,8.424,42.89
"2003-04-17",3.035,8.277,7.8,47.34,119.3,1.767,8.402,42.76
"2003-04-18",3.039,8.277,7.8,47.34,119.72,1.768,8.413,42.77
"2003-04-21",3.04,8.277,7.8,47.38,120.55,1.772,8.42,42.72
"2003-04-22",3.057,8.277,7.8,47.34,119.68,1.777,8.335,42.72
"2003-04-23",3.007,8.277,7.8,47.35,120.33,1.779,8.319,42.8
"2003-04-24",3.003,8.277,7.8,47.36,119.83,1.779,8.25,42.83
"2003-04-25",3.014,8.277,7.8,47.37,120.25,1.784,8.264,43.05
"2003-04-28",2.991,8.277,7.799,47.35,120.34,1.778,8.323,42.94
"2003-04-29",2.909,8.277,7.799,47.37,120.14,1.778,8.285,42.94
"2003-04-30",2.887,8.277,7.799,47.37,119.07,1.775,8.17,42.86
"2003-05-01",2.913,8.277,7.799,47.35,118.56,1.77,8.118,42.82
"2003-05-02",2.91,8.277,7.799,47.35,119.1,1.773,8.147,42.79
"2003-05-05",2.995,8.277,7.799,47.3,118.64,1.759,8.067,42.68
"2003-05-06",2.998,8.277,7.799,47.28,117.94,1.743,8.006,42.6
"2003-05-07",2.965,8.277,7.799,47.28,116.51,1.739,8.025,42.5
"2003-05-08",2.905,8.277,7.799,47.25,116.65,1.742,7.965,42.55
"2003-05-09",2.878,8.277,7.799,47.2,117.2,1.741,7.972,42.56
"2003-05-12",2.875,8.277,7.799,47.18,116.94,1.733,7.944,42.38
"2003-05-13",2.88,8.277,7.799,47.15,116.56,1.734,7.981,42.39
"2003-05-14",2.9,8.277,7.799,47.15,116.16,1.73,7.982,42.17
"2003-05-15",2.926,8.277,7.8,47.13,115.94,1.718,7.996,42.03
"2003-05-16",2.963,8.277,7.799,47.12,116.01,1.726,7.925,42.14
"2003-05-19",2.983,8.277,7.799,46.99,116.58,1.726,7.857,42.03
"2003-05-20",3.01,8.277,7.799,46.95,116.77,1.724,7.865,42.02
"2003-05-21",3.003,8.277,7.799,46.9,117.23,1.725,7.826,41.98
"2003-05-22",2.99,8.277,7.799,46.91,117.25,1.723,7.829,41.96
"2003-05-23",2.927,8.277,7.799,46.87,116.89,1.723,7.792,41.89
"2003-05-27",3.034,8.277,7.799,46.85,117.12,1.722,7.753,41.69
"2003-05-28",3.02,8.277,7.799,46.98,118.73,1.736,7.786,41.83
"2003-05-29",2.933,8.277,7.799,47.05,118.45,1.731,7.748,41.8
"2003-05-30",2.979,8.277,7.799,47.07,119.5,1.735,7.765,41.75
"2003-06-02",2.977,8.277,7.799,47.15,118.52,1.729,7.773,41.66
"2003-06-03",2.962,8.277,7.799,46.95,119.27,1.728,7.795,41.7
"2003-06-04",2.925,8.277,7.799,46.85,118.6,1.725,7.801,41.65
"2003-06-05",2.897,8.277,7.799,46.84,117.61,1.718,7.675,41.52
"2003-06-06",2.885,8.277,7.799,46.88,118.83,1.729,7.799,41.66
"2003-06-09",2.875,8.277,7.798,46.87,118.11,1.725,7.775,41.67
"2003-06-10",2.871,8.277,7.799,46.79,117.68,1.73,7.799,41.81
"2003-06-11",2.877,8.277,7.799,46.7,117.69,1.734,7.728,41.79
"2003-06-12",2.865,8.277,7.799,46.73,117.66,1.74,7.725,41.72
"2003-06-13",2.856,8.277,7.799,46.7,117.46,1.732,7.684,41.63
"2003-06-16",2.855,8.277,7.799,46.66,117.79,1.729,7.671,41.52
"2003-06-17",2.886,8.277,7.799,46.59,118.2,1.727,7.678,41.57
"2003-06-18",2.907,8.277,7.799,46.62,118.4,1.732,7.746,41.62
"2003-06-19",2.889,8.277,7.799,46.61,118.74,1.733,7.767,41.63
"2003-06-20",2.883,8.277,7.799,46.57,118.39,1.735,7.812,41.6
"2003-06-23",2.887,8.277,7.799,46.66,117.55,1.74,7.892,41.58
"2003-06-24",2.861,8.277,7.799,46.57,117.96,1.741,7.962,41.54
"2003-06-25",2.86,8.278,7.798,46.58,117.54,1.738,7.91,41.5
"2003-06-26",2.9,8.278,7.799,46.57,119.32,1.756,8.026,41.71
"2003-06-27",2.882,8.277,7.798,46.4,119.72,1.757,8.031,42.02
"2003-06-30",2.862,8.278,7.798,46.4,119.87,1.761,7.999,42.08
"2003-07-01",2.849,8.278,7.798,46.49,119.45,1.756,7.966,41.95
"2003-07-02",2.823,8.278,7.798,46.36,118.63,1.751,7.98,41.89
"2003-07-03",2.833,8.278,7.798,46.4,118.24,1.752,7.975,41.72
"2003-07-07",2.878,8.277,7.798,46.34,118.08,1.758,8.134,41.63
"2003-07-08",2.89,8.277,7.799,46.3,118.58,1.759,8.126,41.67
"2003-07-09",2.86,8.278,7.799,46.24,117.85,1.745,8.089,41.67
"2003-07-10",2.895,8.277,7.799,46.21,117.69,1.752,8.029,41.67
"2003-07-11",2.907,8.277,7.799,46.1,117.8,1.755,8.096,41.63
"2003-07-14",2.879,8.277,7.8,46.06,117.54,1.756,8.085,41.63
"2003-07-15",2.84,8.277,7.8,46.13,117.24,1.755,8.15,41.5
"2003-07-16",2.864,8.277,7.8,46.23,118.24,1.758,8.182,41.65
"2003-07-17",2.86,8.277,7.8,46.23,118.87,1.762,8.268,41.72
"2003-07-18",2.87,8.277,7.8,46.29,118.4,1.761,8.233,41.76
"2003-07-21",2.885,8.277,7.8,46.27,118.35,1.757,8.175,41.72
"2003-07-22",2.881,8.277,7.799,46.15,119.34,1.758,8.195,41.88
"2003-07-23",2.898,8.277,7.799,46.16,118.77,1.753,8.024,42.05
"2003-07-24",2.885,8.277,7.799,46.15,119.25,1.751,8.052,41.93
"2003-07-25",2.894,8.278,7.8,46.15,118.82,1.747,7.993,41.97
"2003-07-28",2.899,8.278,7.799,46.15,119.42,1.751,7.987,42.03
"2003-07-29",2.929,8.278,7.8,46.13,119.78,1.756,8.011,42.04
"2003-07-30",2.95,8.277,7.799,46.15,120.55,1.758,8.077,42.06
"2003-07-31",2.965,8.277,7.799,46.15,120.42,1.76,8.22,42
"2003-08-01",3.005,8.277,7.799,46.18,120,1.761,8.224,42.03
"2003-08-04",3.113,8.278,7.799,46.15,120.47,1.761,8.146,41.98
"2003-08-05",3.037,8.278,7.8,46.14,119.95,1.765,8.135,42.06
"2003-08-06",3.039,8.277,7.8,46.05,120.33,1.763,8.108,42.04
"2003-08-07",2.998,8.277,7.8,45.98,118.91,1.755,8.085,41.92
"2003-08-08",2.99,8.277,7.8,46.01,119.02,1.758,8.133,41.93
"2003-08-11",2.996,8.277,7.8,45.99,118.36,1.754,8.16,41.81
"2003-08-12",3.025,8.277,7.8,45.89,118.53,1.756,8.166,41.82
"2003-08-13",3.03,8.277,7.8,45.95,119.07,1.754,8.156,41.78
"2003-08-14",3,8.277,7.799,46,119.14,1.75,8.188,41.68
"2003-08-15",3,8.277,7.799,46,119.24,1.75,8.206,41.64
"2003-08-18",2.994,8.277,7.8,45.9,119.43,1.753,8.313,41.62
"2003-08-19",2.992,8.277,7.799,45.85,119.26,1.752,8.351,41.65
"2003-08-20",3.004,8.277,7.799,45.88,118.23,1.744,8.323,41.67
"2003-08-21",3.013,8.277,7.799,45.8,117.58,1.739,8.389,41.53
"2003-08-22",2.995,8.277,7.799,45.88,117.58,1.744,8.51,41.37
"2003-08-25",2.992,8.277,7.799,45.9,117.43,1.746,8.495,41.37
"2003-08-26",2.991,8.277,7.799,45.88,117.49,1.755,8.52,41.38
"2003-08-27",2.982,8.277,7.799,45.88,117.74,1.752,8.483,41.25
"2003-08-28",2.952,8.277,7.8,45.88,117.44,1.756,8.469,41.14
"2003-08-29",2.965,8.277,7.8,45.88,116.71,1.754,8.364,41.12
"2003-09-02",2.975,8.277,7.8,45.88,116.15,1.755,8.435,41.01
"2003-09-03",2.957,8.277,7.8,45.9,116.04,1.758,8.407,40.85
"2003-09-04",2.942,8.277,7.799,45.8,116.77,1.757,8.367,40.86
"2003-09-05",2.91,8.277,7.8,45.88,117.06,1.758,8.231,40.72
"2003-09-08",2.923,8.277,7.8,45.85,116.48,1.759,8.204,40.73
"2003-09-09",2.93,8.277,7.8,45.8,116.33,1.756,8.169,40.48
"2003-09-10",2.906,8.277,7.799,45.82,117.13,1.755,8.165,40.41
"2003-09-11",2.905,8.277,7.8,45.72,117.07,1.751,8.124,40.81
"2003-09-12",2.9,8.277,7.799,45.8,117.38,1.752,8.04,40.8
"2003-09-15",2.886,8.277,7.799,45.8,117.41,1.756,8.097,40.73
"2003-09-16",2.897,8.277,7.8,45.9,116.27,1.752,8.145,40.49
"2003-09-17",2.923,8.278,7.799,45.95,115.99,1.753,8.062,40.65
"2003-09-18",2.899,8.278,7.799,46,115.27,1.749,8.044,40.48
"2003-09-19",2.91,8.277,7.799,45.98,113.99,1.745,7.988,40.41
"2003-09-22",2.903,8.277,7.78,45.77,111.95,1.73,7.888,40.15
"2003-09-23",2.922,8.277,7.744,45.77,111.65,1.732,7.78,40.11
"2003-09-24",2.913,8.277,7.76,45.88,111.7,1.736,7.745,40.08
"2003-09-25",2.932,8.277,7.76,45.88,111.86,1.735,7.75,40.09
"2003-09-26",2.933,8.277,7.751,45.77,111.8,1.73,7.802,40.15
"2003-09-29",2.936,8.277,7.753,45.85,111.07,1.731,7.704,40.08
"2003-09-30",2.928,8.277,7.745,45.78,111.43,1.731,7.75,40.05
"2003-10-01",2.906,8.277,7.74,45.7,110.61,1.728,7.729,39.74
"2003-10-02",2.896,8.277,7.731,45.43,110.59,1.726,7.67,39.6
"2003-10-03",2.886,8.277,7.711,45.33,110.9,1.727,7.769,39.6
"2003-10-06",2.876,8.277,7.709,45.49,110.81,1.725,7.65,39.63
"2003-10-07",2.864,8.277,7.713,45.33,109.81,1.721,7.618,39.39
"2003-10-08",2.853,8.277,7.735,45.43,109.55,1.724,7.597,39.24
"2003-10-09",2.835,8.277,7.729,45.29,109.34,1.723,7.686,39.15
"2003-10-10",2.842,8.277,7.733,45.42,108.57,1.722,7.635,39.09
"2003-10-14",2.835,8.277,7.75,45.66,109.29,1.738,7.648,40.1
"2003-10-15",2.827,8.277,7.742,45.7,109.56,1.741,7.689,39.87
"2003-10-16",2.845,8.278,7.742,45.33,109.36,1.737,7.698,39.83
"2003-10-17",2.866,8.277,7.745,45.33,109.57,1.739,7.723,39.95
"2003-10-20",2.878,8.277,7.75,45.36,110.22,1.744,7.768,39.97
"2003-10-21",2.87,8.277,7.753,45.33,109.69,1.744,7.732,40.02
"2003-10-22",2.862,8.277,7.752,45.35,108.95,1.736,7.625,39.95
"2003-10-23",2.87,8.277,7.753,45.33,109.59,1.744,7.674,39.89
"2003-10-24",2.867,8.277,7.754,45.32,109.23,1.742,7.675,39.92
"2003-10-27",2.871,8.277,7.754,45.4,108.38,1.743,7.725,39.99
"2003-10-28",2.863,8.277,7.758,45.31,108.33,1.746,7.748,39.98
"2003-10-29",2.854,8.277,7.76,45.36,108.18,1.736,7.718,39.95
"2003-10-30",2.853,8.277,7.763,45.35,108.27,1.734,7.718,39.92
"2003-10-31",2.865,8.277,7.768,45.33,110.1,1.74,7.814,39.95
"2003-11-03",2.855,8.277,7.767,45.32,111.2,1.746,7.915,39.96
"2003-11-04",2.857,8.277,7.768,45.31,109.6,1.744,7.855,39.94
"2003-11-05",2.861,8.277,7.769,45.34,109.91,1.742,7.868,39.88
"2003-11-06",2.883,8.277,7.769,45.3,110.15,1.74,7.887,39.95
"2003-11-07",2.867,8.277,7.769,45.33,109.29,1.74,7.799,39.95
"2003-11-10",2.885,8.277,7.748,45.33,107.98,1.734,7.788,39.91
"2003-11-12",2.919,8.277,7.762,45.36,108.55,1.729,7.7,39.99
"2003-11-13",2.938,8.277,7.762,45.39,108.33,1.725,7.648,39.91
"2003-11-14",2.948,8.277,7.755,45.44,108.43,1.721,7.628,39.92
"2003-11-17",2.949,8.277,7.764,45.55,108.98,1.727,7.641,39.95
"2003-11-18",2.948,8.277,7.758,45.62,108.11,1.719,7.54,39.96
"2003-11-19",2.945,8.277,7.76,45.63,109.06,1.713,7.539,39.93
"2003-11-20",2.947,8.277,7.762,45.78,108.99,1.718,7.549,39.91
"2003-11-21",2.924,8.277,7.764,45.75,108.87,1.72,7.52,39.95
"2003-11-24",2.919,8.277,7.768,45.88,109.39,1.722,7.622,39.92
"2003-11-25",2.937,8.277,7.769,45.95,109.72,1.722,7.613,39.93
"2003-11-26",2.945,8.277,7.768,45.88,109.11,1.723,7.578,39.92
"2003-11-28",2.945,8.277,7.766,45.82,109.53,1.724,7.551,39.95
"2003-12-01",2.932,8.277,7.767,45.77,109.61,1.724,7.542,39.93
"2003-12-02",2.93,8.277,7.763,45.7,108.82,1.721,7.46,39.93
"2003-12-03",2.931,8.277,7.764,45.63,108.17,1.719,7.419,39.93
"2003-12-04",2.943,8.277,7.767,45.66,108.19,1.715,7.43,39.91
"2003-12-05",2.94,8.277,7.764,45.66,107.78,1.715,7.364,39.92
"2003-12-08",2.945,8.277,7.765,45.55,107.23,1.712,7.314,39.9
"2003-12-09",2.936,8.277,7.764,45.55,107.3,1.714,7.305,39.8
"2003-12-10",2.945,8.277,7.764,45.55,108.4,1.715,7.345,39.82
"2003-12-11",2.945,8.277,7.766,45.55,108.23,1.716,7.385,39.79
"2003-12-12",2.944,8.277,7.764,45.55,107.73,1.71,7.302,39.63
"2003-12-15",2.922,8.277,7.764,45.55,107.52,1.71,7.342,39.73
"2003-12-16",2.938,8.277,7.763,45.5,107.6,1.706,7.328,39.64
"2003-12-17",2.936,8.277,7.764,45.55,107.42,1.709,7.285,39.68
"2003-12-18",2.933,8.277,7.765,45.5,107.92,1.708,7.338,39.68
"2003-12-19",2.93,8.277,7.765,45.54,107.94,1.71,7.326,39.65
"2003-12-22",2.925,8.277,7.764,45.52,107.4,1.71,7.325,39.65
"2003-12-23",2.91,8.277,7.764,45.52,107.44,1.708,7.315,39.62
"2003-12-24",2.914,8.277,7.767,45.5,107.29,1.706,7.298,39.66
"2003-12-26",2.9,8.277,7.766,45.5,107.18,1.705,7.32,39.58
"2003-12-29",2.87,8.277,7.764,45.66,106.93,1.702,7.27,39.65
"2003-12-30",2.899,8.277,7.765,45.57,107,1.703,7.262,39.66
"2003-12-31",2.895,8.277,7.764,45.55,107.13,1.699,7.195,39.63
"2004-01-02",2.884,8.277,7.765,45.68,106.95,1.702,7.19,39.54
"2004-01-05",2.858,8.277,7.764,45.6,106.1,1.698,7.167,39.32
"2004-01-06",2.858,8.277,7.763,45.66,106.2,1.699,7.135,39.13
"2004-01-07",2.869,8.277,7.764,45.53,106.19,1.697,7.18,39.03
"2004-01-08",2.85,8.277,7.764,45.55,106.17,1.694,7.138,39
"2004-01-09",2.845,8.277,7.763,45.48,106.54,1.693,7.085,39
"2004-01-12",2.807,8.277,7.763,45.44,106.48,1.692,7.126,38.89
"2004-01-13",2.81,8.277,7.764,45.44,106.25,1.694,7.176,38.96
"2004-01-14",2.822,8.277,7.764,45.42,106.06,1.695,7.218,38.96
"2004-01-15",2.81,8.277,7.764,45.44,106.1,1.695,7.291,39.04
"2004-01-16",2.825,8.277,7.767,45.45,106.87,1.702,7.409,39.11
"2004-01-20",2.838,8.277,7.77,45.43,107.17,1.707,7.288,39.1
"2004-01-21",2.846,8.277,7.768,45.43,106.84,1.698,7.216,39.1
"2004-01-22",2.844,8.277,7.766,45.43,106.08,1.692,7.169,39.05
"2004-01-23",2.844,8.277,7.767,45.43,106.21,1.696,7.257,39.15
"2004-01-26",2.843,8.277,7.767,45.36,106.15,1.694,7.308,39.32
"2004-01-27",2.865,8.277,7.764,45.38,105.56,1.695,7.245,39.13
"2004-01-28",2.88,8.277,7.768,45.36,105.52,1.691,7.249,39.12
"2004-01-29",2.945,8.277,7.775,45.29,106.09,1.704,7.41,39.28
"2004-01-30",2.924,8.277,7.778,45.32,105.84,1.694,7.412,39.25
"2004-02-02",2.953,8.277,7.777,45.3,105.59,1.694,7.393,39.24
"2004-02-03",2.928,8.277,7.774,45.3,105.36,1.692,7.319,39.1
"2004-02-04",2.91,8.277,7.778,45.3,105.53,1.695,7.322,39.04
"2004-02-05",2.932,8.277,7.774,45.29,105.52,1.691,7.299,39.02
"2004-02-06",2.942,8.277,7.774,45.3,105.57,1.685,7.183,39.07
"2004-02-09",2.932,8.277,7.769,45.25,105.68,1.683,7.205,39.04
"2004-02-10",2.917,8.277,7.769,45.22,105.55,1.676,7.174,38.96
"2004-02-11",2.919,8.277,7.771,45.24,105.37,1.671,7.13,38.99
"2004-02-12",2.904,8.277,7.772,45.23,105.42,1.675,7.138,38.87
"2004-02-13",2.92,8.277,7.771,45.24,105.6,1.676,7.161,38.97
"2004-02-17",2.912,8.277,7.77,45.28,105.8,1.674,7.158,39.02
"2004-02-18",2.936,8.277,7.772,45.24,106.37,1.678,7.18,39.06
"2004-02-19",2.949,8.277,7.775,45.28,107.09,1.684,7.227,39.19
"2004-02-20",2.972,8.277,7.775,45.23,108.83,1.694,7.311,39.2
"2004-02-23",2.962,8.277,7.776,45.32,108.22,1.694,7.314,39.27
"2004-02-24",2.963,8.277,7.778,45.32,108.11,1.69,7.257,39.22
"2004-02-25",2.943,8.277,7.781,45.25,108.99,1.693,7.385,39.27
"2004-02-26",2.943,8.277,7.784,45.27,109.59,1.703,7.411,39.35
"2004-02-27",2.915,8.277,7.785,45.32,109.26,1.703,7.433,39.32
"2004-03-01",2.891,8.277,7.784,45.32,108.93,1.705,7.439,39.28
"2004-03-02",2.907,8.277,7.786,45.25,110.27,1.709,7.593,39.35
"2004-03-03",2.882,8.277,7.793,45.22,110.25,1.714,7.644,39.54
"2004-03-04",2.893,8.277,7.793,45.32,110.74,1.716,7.533,39.54
"2004-03-05",2.877,8.277,7.786,45.32,111.42,1.711,7.398,39.38
"2004-03-08",2.883,8.277,7.791,45.26,112.12,1.709,7.408,39.43
"2004-03-09",2.868,8.277,7.791,45.23,111.2,1.705,7.366,39.42
"2004-03-10",2.89,8.277,7.794,45.25,111.04,1.715,7.497,39.47
"2004-03-11",2.91,8.277,7.796,45.28,110.89,1.713,7.503,39.44
"2004-03-12",2.906,8.277,7.794,45.22,110.82,1.712,7.595,39.45
"2004-03-15",2.908,8.277,7.794,45.25,110.48,1.708,7.552,39.5
"2004-03-16",2.902,8.277,7.792,45.22,108.95,1.701,7.536,39.5
"2004-03-17",2.913,8.277,7.791,45.27,108.18,1.7,7.573,39.53
"2004-03-18",2.92,8.277,7.793,45.25,106.6,1.688,7.476,39.4
"2004-03-19",2.901,8.277,7.793,45.2,106.97,1.695,7.524,39.44
"2004-03-22",2.912,8.277,7.794,45.15,106.84,1.689,7.448,39.47
"2004-03-23",2.921,8.277,7.796,44.85,106.63,1.687,7.498,39.51
"2004-03-24",2.929,8.277,7.797,44.8,106.23,1.689,7.601,39.51
"2004-03-25",2.94,8.277,7.798,44.73,106.06,1.69,7.624,39.58
"2004-03-26",2.938,8.277,7.798,44.44,105.93,1.691,7.662,39.56
"2004-03-29",2.939,8.277,7.798,44,105.52,1.689,7.631,39.62
"2004-03-30",2.919,8.277,7.796,44.07,105.61,1.684,7.592,39.6
"2004-03-31",2.907,8.277,7.793,43.4,104.18,1.675,7.55,39.28
"2004-04-01",2.893,8.277,7.788,43.4,103.7,1.672,7.465,39.16
"2004-04-02",2.899,8.277,7.787,43.75,104.55,1.675,7.616,39.19
"2004-04-05",2.882,8.277,7.79,43.67,105.36,1.682,7.654,39.12
"2004-04-06",2.874,8.277,7.796,43.7,105.9,1.683,7.62,39.14
"2004-04-07",2.876,8.277,7.795,43.55,105.2,1.674,7.53,39.06
"2004-04-08",2.877,8.277,7.796,43.6,106.1,1.678,7.583,39.14
"2004-04-09",2.888,8.277,7.797,43.45,106.45,1.678,7.578,39.22
"2004-04-12",2.888,8.277,7.796,43.66,105.5,1.668,7.605,39.22
"2004-04-13",2.888,8.277,7.797,43.75,106.96,1.671,7.683,39.25
"2004-04-14",2.896,8.277,7.798,43.69,108.53,1.681,7.699,39.45
"2004-04-15",2.916,8.277,7.799,44,108.58,1.683,7.719,39.62
"2004-04-16",2.915,8.277,7.799,43.85,107.69,1.676,7.65,39.36
"2004-04-19",2.915,8.277,7.799,43.88,108.5,1.681,7.661,39.4
"2004-04-20",2.921,8.277,7.799,43.97,108.43,1.68,7.702,39.42
"2004-04-21",2.933,8.277,7.8,44.1,109.55,1.692,7.733,39.65
"2004-04-22",2.927,8.277,7.8,44.14,109.85,1.7,7.71,39.7
"2004-04-23",2.914,8.277,7.8,44,109.38,1.697,7.751,39.6
"2004-04-26",2.913,8.277,7.8,44.1,108.55,1.697,7.696,39.72
"2004-04-27",2.919,8.277,7.8,44.23,109.48,1.697,7.638,39.67
"2004-04-28",2.94,8.277,7.8,44.21,109.85,1.697,7.71,39.8
"2004-04-29",2.959,8.277,7.8,44.4,109.96,1.705,7.648,40.03
"2004-04-30",2.944,8.277,7.8,44.52,110.37,1.702,7.643,40.04
"2004-05-03",2.962,8.277,7.8,44.88,110.34,1.703,7.66,39.98
"2004-05-04",2.968,8.277,7.8,44.7,110.02,1.696,7.57,39.95
"2004-05-05",2.964,8.277,7.8,44.55,108.5,1.685,7.509,39.79
"2004-05-06",2.995,8.277,7.8,44.65,109.58,1.69,7.526,39.93
"2004-05-07",3.084,8.277,7.8,44.66,112.3,1.702,7.654,40.19
"2004-05-10",3.105,8.277,7.8,44.95,114.03,1.727,7.753,40.61
"2004-05-11",3.085,8.277,7.8,45.35,113.67,1.726,7.773,40.7
"2004-05-12",3.127,8.277,7.799,45.35,113.21,1.722,7.69,40.59
"2004-05-13",3.12,8.277,7.8,45.25,114.25,1.726,7.75,40.83
"2004-05-14",3.092,8.277,7.801,45.57,114.3,1.728,7.744,40.82
"2004-05-17",3.126,8.277,7.8,45.5,114.1,1.728,7.65,40.93
"2004-05-18",3.122,8.277,7.8,45.47,114.06,1.726,7.635,40.86
"2004-05-19",3.114,8.277,7.79,45.18,112.77,1.714,7.576,40.72
"2004-05-20",3.209,8.277,7.794,45.28,113.18,1.721,7.607,40.88
"2004-05-21",3.187,8.277,7.79,45.28,112.09,1.715,7.555,40.75
