"Date","Brazilian Reals to One U.S. Dollar","Chinese Yuan to One U.S. Dollar","Hong Kong Dollars to One U.S. Dollar","Indian Rupees to One U.S. Dollar","Japanese Yen to One U.S. Dollar","Singapore Dollars to One U.S. Dollar","Swedish Kronor to One U.S. Dollar","Thai Baht to One U.S. Dollar"
"2012-09-17",2.03,6.317,7.752,53.88,78.68,1.224,6.583,30.8
"2012-09-18",2.025,6.319,7.752,53.9,78.59,1.225,6.564,30.79
"2012-09-19",2.022,6.309,7.753,53.99,78.4,1.224,6.502,30.79
"2012-09-20",2.024,6.304,7.753,54.26,78.3,1.226,6.536,30.85
"2012-09-21",2.023,6.305,7.753,53.46,78.17,1.224,6.562,30.77
"2012-09-24",2.025,6.309,7.753,53.43,77.9,1.229,6.574,30.92
"2012-09-25",2.024,6.306,7.753,53.36,77.91,1.225,6.541,30.88
"2012-09-26",2.034,6.302,7.754,53.52,77.78,1.232,6.603,31.01
"2012-09-27",2.031,6.302,7.754,52.99,77.62,1.227,6.542,30.88
"2012-09-28",2.028,6.285,7.754,52.92,77.92,1.226,6.565,30.82
"2012-10-01",2.025,6.284,7.754,52.46,78,1.229,6.575,30.73
"2012-10-02",2.026,6.284,7.755,52.42,78.01,1.229,6.59,30.67
"2012-10-03",2.024,6.284,7.755,52.25,78.57,1.232,6.683,30.67
"2012-10-04",2.021,6.284,7.755,51.74,78.44,1.229,6.617,30.55
"2012-10-05",2.027,6.284,7.752,51.77,78.66,1.227,6.583,30.55
"2012-10-09",2.035,6.288,7.752,52.73,78.23,1.23,6.695,30.68
"2012-10-10",2.04,6.283,7.753,53.05,78.26,1.229,6.693,30.7
"2012-10-11",2.036,6.277,7.752,52.66,78.44,1.228,6.695,30.68
"2012-10-12",2.044,6.267,7.752,52.81,78.31,1.222,6.699,30.69
"2012-10-15",2.035,6.27,7.751,53.09,78.76,1.222,6.661,30.73
"2012-10-16",2.033,6.264,7.751,52.89,78.92,1.221,6.615,30.66
"2012-10-17",2.032,6.254,7.752,52.86,78.74,1.216,6.589,30.59
"2012-10-18",2.028,6.25,7.75,53.46,79.24,1.218,6.548,30.62
"2012-10-19",2.027,6.253,7.75,54.08,79.26,1.221,6.568,30.73
"2012-10-22",2.024,6.254,7.75,53.51,79.84,1.221,6.589,30.7
"2012-10-23",2.028,6.248,7.75,53.72,79.79,1.226,6.649,30.76
"2012-10-24",2.027,6.248,7.75,53.73,79.82,1.223,6.699,30.72
"2012-10-25",2.025,6.242,7.75,53.55,80.04,1.22,6.702,30.67
"2012-10-26",2.025,6.248,7.75,53.55,79.63,1.221,6.701,30.69
"2012-10-29",2.03,6.238,7.75,54.1,79.81,1.221,6.671,30.73
"2012-10-30",2.031,6.24,7.75,53.96,79.58,1.219,6.621,30.68
"2012-10-31",2.03,6.237,7.749,53.8,79.94,1.22,6.635,30.68
"2012-11-01",2.03,6.239,7.75,53.76,80.14,1.22,6.658,30.71
"2012-11-02",2.03,6.241,7.749,53.75,80.53,1.223,6.689,30.76
"2012-11-05",2.034,6.245,7.75,54.6,80.17,1.225,6.688,30.81
"2012-11-06",2.033,6.245,7.75,54.42,80.28,1.224,6.688,30.74
"2012-11-07",2.034,6.244,7.751,54.37,79.85,1.223,6.69,30.71
"2012-11-08",2.04,6.243,7.751,54.3,79.74,1.223,6.696,30.67
"2012-11-09",2.047,6.245,7.751,54.61,79.46,1.223,6.735,30.62
"2012-11-13",2.064,6.226,7.75,54.82,79.42,1.223,6.778,30.65
"2012-11-14",2.068,6.225,7.751,54.87,80.2,1.222,6.78,30.67
"2012-11-15",2.066,6.233,7.752,54.65,81.16,1.225,6.756,30.71
"2012-11-16",2.078,6.235,7.752,55.16,81.28,1.229,6.802,30.73
"2012-11-19",2.073,6.234,7.752,55.05,81.18,1.224,6.739,30.66
"2012-11-20",2.08,6.232,7.75,55.1,81.72,1.224,6.77,30.67
"2012-11-21",2.096,6.23,7.75,55.14,82.36,1.226,6.736,30.69
"2012-11-23",2.087,6.228,7.75,55.44,82.34,1.223,6.629,30.67
"2012-11-26",2.084,6.225,7.75,55.63,82.11,1.222,6.609,30.67
"2012-11-27",2.075,6.222,7.75,55.35,82.23,1.222,6.679,30.65
"2012-11-28",2.09,6.227,7.75,55.7,81.84,1.223,6.66,30.71
"2012-11-29",2.103,6.228,7.75,54.71,82.06,1.221,6.678,30.69
"2012-11-30",2.112,6.227,7.75,54.26,82.54,1.221,6.659,30.7
"2012-12-03",2.114,6.228,7.75,54.66,82.24,1.219,6.625,30.64
"2012-12-04",2.113,6.225,7.75,54.73,81.86,1.217,6.601,30.66
"2012-12-05",2.101,6.225,7.75,54.46,82.4,1.219,6.59,30.67
"2012-12-06",2.079,6.228,7.749,54.31,82.29,1.221,6.638,30.65
"2012-12-07",2.08,6.23,7.749,54.35,82.37,1.221,6.665,30.63
"2012-12-10",2.082,6.23,7.75,54.42,82.37,1.222,6.692,30.64
"2012-12-11",2.079,6.246,7.75,54.31,82.42,1.222,6.641,30.61
"2012-12-12",2.079,6.25,7.75,54.23,83.1,1.222,6.661,30.59
"2012-12-13",2.079,6.232,7.75,54.36,83.54,1.221,6.667,30.61
"2012-12-14",2.083,6.241,7.75,54.49,83.52,1.22,6.672,30.58
"2012-12-17",2.093,6.236,7.75,54.68,83.7,1.22,6.641,30.58
"2012-12-18",2.085,6.232,7.75,54.91,84,1.217,6.595,30.59
"2012-12-19",2.075,6.229,7.75,54.67,84.32,1.218,6.546,30.59
"2012-12-20",2.06,6.23,7.75,54.92,84.33,1.219,6.513,30.61
"2012-12-21",2.077,6.228,7.75,55.06,84.1,1.221,6.534,30.59
"2012-12-24",2.079,6.234,7.751,54.95,84.81,1.222,6.556,30.6
"2012-12-26",2.05,6.235,7.75,54.86,85.62,1.223,6.509,30.64
"2012-12-27",2.052,6.236,7.752,54.94,86.06,1.223,6.509,30.65
"2012-12-28",2.045,6.232,7.752,54.77,86.12,1.223,6.51,30.59
"2012-12-31",2.048,6.23,7.751,54.86,86.64,1.221,6.507,30.59
"2013-01-02",2.043,6.23,7.751,54.23,87.1,1.22,6.485,30.32
"2013-01-03",2.036,6.23,7.75,54.46,86.92,1.222,6.506,30.33
"2013-01-04",2.035,6.23,7.75,54.93,88.14,1.229,6.552,30.48
"2013-01-07",2.026,6.229,7.751,55.2,87.68,1.231,6.508,30.46
"2013-01-08",2.039,6.224,7.751,55.02,87.31,1.23,6.549,30.41
"2013-01-09",2.038,6.226,7.751,54.79,87.9,1.227,6.557,30.36
"2013-01-10",2.033,6.223,7.751,54.49,88.16,1.223,6.507,30.25
"2013-01-11",2.038,6.216,7.752,54.81,89.22,1.225,6.466,30.28
"2013-01-14",2.03,6.219,7.752,54.5,89.34,1.226,6.445,30.23
"2013-01-15",2.038,6.213,7.752,54.58,88.65,1.225,6.491,29.94
"2013-01-16",2.041,6.216,7.753,54.66,88.64,1.223,6.501,29.8
"2013-01-17",2.043,6.216,7.752,54.35,89.41,1.223,6.492,29.78
"2013-01-18",2.044,6.215,7.753,53.82,89.9,1.227,6.533,29.71
"2013-01-22",2.048,6.22,7.753,53.72,88.62,1.228,6.513,29.71
"2013-01-23",2.038,6.218,7.753,53.66,88.44,1.227,6.532,29.79
"2013-01-24",2.029,6.218,7.753,53.67,90.04,1.228,6.49,29.81
"2013-01-25",2.029,6.22,7.754,53.78,91.04,1.236,6.46,29.96
"2013-01-28",2.003,6.224,7.758,53.97,90.73,1.238,6.417,29.93
"2013-01-29",1.989,6.226,7.759,53.64,90.65,1.234,6.379,29.76
"2013-01-30",1.986,6.22,7.759,53.21,91.05,1.235,6.348,29.7
"2013-01-31",1.988,6.219,7.756,53.32,91.28,1.238,6.353,29.85
"2013-02-01",1.981,6.227,7.756,53.16,92.54,1.239,6.29,29.77
"2013-02-04",1.991,6.233,7.753,53.24,92.57,1.24,6.32,29.76
"2013-02-05",1.984,6.229,7.755,52.99,93.34,1.238,6.334,29.74
"2013-02-06",1.985,6.232,7.754,53.07,93.56,1.238,6.356,29.76
"2013-02-07",1.971,6.232,7.755,53.22,93.24,1.24,6.43,29.78
"2013-02-08",1.973,6.232,7.755,53.58,92.72,1.237,6.444,29.79
"2013-02-11",1.972,6.232,7.755,53.95,93.44,1.241,6.389,29.83
"2013-02-12",1.968,6.232,7.755,53.75,93.14,1.239,6.355,29.85
"2013-02-13",1.966,6.232,7.756,53.79,93.39,1.238,6.288,29.82
"2013-02-14",1.959,6.232,7.754,53.94,93.1,1.236,6.329,29.79
"2013-02-15",1.962,6.232,7.754,54.28,93.64,1.238,6.318,29.85
"2013-02-19",1.956,6.244,7.754,54.26,93.54,1.237,6.31,29.88
"2013-02-20",1.961,6.237,7.755,54.18,93.53,1.238,6.314,29.83
"2013-02-21",1.973,6.24,7.756,54.47,92.96,1.239,6.408,29.93
"2013-02-22",1.971,6.235,7.756,54.28,93.35,1.237,6.438,29.82
"2013-02-25",1.969,6.234,7.756,53.96,93.35,1.239,6.432,29.81
"2013-02-26",1.991,6.229,7.758,54.14,91.38,1.24,6.476,29.81
"2013-02-27",1.978,6.227,7.757,53.72,91.88,1.238,6.451,29.82
"2013-02-28",1.977,6.221,7.755,54.37,92.36,1.237,6.452,29.76
"2013-03-01",1.983,6.223,7.755,54.9,93.38,1.24,6.453,29.78
"2013-03-04",1.98,6.225,7.755,54.92,93.32,1.247,6.435,29.83
"2013-03-05",1.965,6.221,7.756,54.87,93.39,1.247,6.392,29.79
"2013-03-06",1.967,6.217,7.756,54.83,93.64,1.248,6.41,29.74
"2013-03-07",1.96,6.22,7.756,54.45,95,1.246,6.341,29.73
"2013-03-08",1.948,6.215,7.757,54.32,96,1.248,6.401,29.73
"2013-03-11",1.959,6.218,7.757,54.38,96.12,1.249,6.401,29.72
"2013-03-12",1.962,6.216,7.757,54.19,95.96,1.248,6.367,29.58
"2013-03-13",1.962,6.214,7.758,54.3,96,1.249,6.423,29.62
"2013-03-14",1.967,6.215,7.758,54.22,96.16,1.25,6.452,29.62
"2013-03-15",1.976,6.213,7.759,54.06,95.26,1.249,6.397,29.51
"2013-03-18",1.987,6.216,7.762,54.1,94.92,1.249,6.435,29.5
"2013-03-19",1.987,6.215,7.761,54.4,94.85,1.252,6.46,29.26
"2013-03-20",1.987,6.212,7.762,54.32,95.51,1.251,6.464,29.11
"2013-03-21",1.993,6.214,7.762,54.27,95.06,1.249,6.477,29.17
"2013-03-22",2.017,6.212,7.763,54.3,94.48,1.249,6.484,29.28
"2013-03-25",2.014,6.211,7.762,54.22,94.34,1.244,6.523,29.29
"2013-03-26",2.007,6.211,7.759,54.42,94.22,1.241,6.497,29.3
"2013-03-27",2.013,6.214,7.764,54.45,94.38,1.243,6.515,29.27
"2013-03-28",2.016,6.214,7.763,54.44,94.02,1.241,6.502,29.3
"2013-03-29",2.021,6.211,7.763,54.52,94.16,1.24,6.528,29.26
"2013-04-01",2.018,6.208,7.764,54.28,93.3,1.24,6.509,29.29
"2013-04-02",2.018,6.199,7.763,54.43,93.43,1.239,6.477,29.4
"2013-04-03",2.023,6.196,7.762,54.46,92.96,1.238,6.499,29.31
"2013-04-04",2.018,6.201,7.764,54.91,96.12,1.242,6.557,29.31
"2013-04-05",1.993,6.201,7.765,54.75,96.86,1.24,6.442,29.24
"2013-04-08",1.989,6.203,7.764,54.58,98.9,1.241,6.419,29.24
"2013-04-09",1.987,6.202,7.764,54.47,99.02,1.239,6.39,28.96
"2013-04-10",1.977,6.194,7.762,54.41,99.61,1.237,6.389,28.98
"2013-04-11",1.972,6.196,7.762,54.36,99.42,1.237,6.341,29
"2013-04-12",1.969,6.191,7.762,54.62,98.98,1.237,6.363,29.04
"2013-04-15",1.976,6.187,7.762,54.48,98,1.236,6.378,29.07
"2013-04-16",1.997,6.182,7.763,54.08,97.86,1.236,6.379,28.96
"2013-04-17",2,6.172,7.763,54.16,97.74,1.235,6.498,28.82
"2013-04-18",2.018,6.181,7.764,53.95,98.22,1.236,6.529,28.66
"2013-04-19",2.007,6.177,7.764,53.98,99.28,1.237,6.529,28.6
"2013-04-22",2.014,6.182,7.764,54.19,99.29,1.24,6.53,28.69
"2013-04-23",2.015,6.179,7.764,54.39,99.43,1.242,6.627,28.83
"2013-04-24",2.023,6.178,7.764,54.22,99.39,1.243,6.635,28.94
"2013-04-25",2.011,6.171,7.765,54.11,99.42,1.239,6.616,29.17
"2013-04-26",2.002,6.165,7.764,54.41,97.84,1.236,6.572,29.24
"2013-04-29",2.002,6.165,7.761,54.2,98.09,1.234,6.549,29.25
"2013-04-30",1.999,6.165,7.761,53.68,97.52,1.232,6.482,29.26
"2013-05-01",2.007,6.165,7.76,53.65,97.28,1.233,6.473,29.31
"2013-05-02",2.013,6.156,7.759,53.79,97.96,1.235,6.53,29.44
"2013-05-03",2.01,6.156,7.759,53.8,99.1,1.234,6.494,29.68
"2013-05-06",2.012,6.167,7.759,54.13,99.35,1.231,6.538,29.56
"2013-05-07",2.009,6.154,7.761,54.06,99,1.233,6.522,29.6
"2013-05-08",2,6.141,7.76,54.08,98.9,1.227,6.493,29.31
"2013-05-09",2.001,6.131,7.759,54.34,99.29,1.229,6.506,29.45
"2013-05-10",2.027,6.142,7.761,54.94,101.74,1.239,6.619,29.8
"2013-05-13",2.016,6.147,7.762,54.85,101.84,1.241,6.607,29.67
"2013-05-14",2.005,6.143,7.761,54.5,102.18,1.243,6.644,29.66
"2013-05-15",2.028,6.145,7.762,54.78,102.44,1.247,6.679,29.78
"2013-05-16",2.024,6.149,7.764,54.68,102.22,1.25,6.647,29.72
"2013-05-17",2.036,6.141,7.763,55.17,102.98,1.257,6.7,29.85
"2013-05-20",2.036,6.139,7.762,55.02,102.54,1.256,6.659,29.78
"2013-05-21",2.037,6.135,7.761,55.42,102.36,1.26,6.624,29.8
"2013-05-22",2.04,6.131,7.761,55.62,103.52,1.266,6.633,29.8
"2013-05-23",2.053,6.134,7.763,55.7,101.66,1.263,6.64,29.9
"2013-05-24",2.052,6.131,7.764,55.78,100.98,1.265,6.65,29.94
"2013-05-28",2.068,6.121,7.764,56.07,102.07,1.268,6.691,30.04
"2013-05-29",2.097,6.126,7.764,56.28,100.91,1.266,6.649,30.15
"2013-05-30",2.11,6.131,7.764,56.5,101.06,1.26,6.562,30.14
"2013-05-31",2.122,6.134,7.763,56.5,100.83,1.264,6.622,30.38
"2013-06-03",2.137,6.131,7.763,56.66,99.18,1.25,6.53,30.31
"2013-06-04",2.141,6.129,7.761,56.43,100.15,1.253,6.569,30.42
"2013-06-05",2.126,6.128,7.761,56.84,99.16,1.248,6.596,30.5
"2013-06-06",2.127,6.136,7.762,56.92,97.76,1.245,6.539,30.56
"2013-06-07",2.134,6.133,7.763,56.57,97.2,1.246,6.561,30.63
"2013-06-10",2.137,6.133,7.764,58.13,98.88,1.258,6.59,30.76
"2013-06-11",2.143,6.133,7.765,58.34,96.82,1.256,6.583,30.95
"2013-06-12",2.147,6.133,7.765,57.82,95.36,1.252,6.487,30.92
"2013-06-13",2.146,6.134,7.764,58.07,94.29,1.251,6.508,30.77
"2013-06-14",2.139,6.131,7.761,57.56,94.34,1.252,6.439,30.56
"2013-06-17",2.158,6.125,7.76,57.97,94.87,1.255,6.471,30.65
"2013-06-18",2.164,6.128,7.758,58.79,95.2,1.262,6.444,30.88
"2013-06-19",2.174,6.126,7.756,58.7,95.22,1.256,6.386,30.68
"2013-06-20",2.266,6.128,7.753,59.57,98.18,1.275,6.583,31.12
"2013-06-21",2.268,6.133,7.758,59.43,97.48,1.277,6.7,31.16
"2013-06-24",2.248,6.144,7.758,59.8,97.7,1.278,6.778,31.08
"2013-06-25",2.221,6.145,7.758,59.66,97.87,1.269,6.735,31.06
"2013-06-26",2.199,6.147,7.758,60.7,97.43,1.273,6.719,31.1
"2013-06-27",2.186,6.149,7.758,60.19,98.4,1.267,6.747,31.12
"2013-06-28",2.208,6.137,7.756,59.52,99.21,1.268,6.732,31.09
"2013-07-01",2.228,6.133,7.755,59.38,99.62,1.263,6.664,30.9
"2013-07-02",2.24,6.133,7.754,59.54,100.43,1.269,6.688,30.97
"2013-07-03",2.261,6.13,7.755,60.21,99.82,1.272,6.693,31.09
"2013-07-05",2.264,6.132,7.755,60.23,100.94,1.281,6.817,31.24
"2013-07-08",2.261,6.134,7.756,60.75,101.07,1.281,6.78,31.41
"2013-07-09",2.262,6.129,7.756,60.09,101.08,1.28,6.799,31.27
"2013-07-10",2.273,6.134,7.757,59.88,100.1,1.275,6.773,31.23
"2013-07-11",2.267,6.135,7.757,59.82,98.8,1.261,6.691,31.14
"2013-07-12",2.268,6.137,7.758,59.88,99.39,1.263,6.676,31.14
"2013-07-15",2.245,6.137,7.759,59.89,100.04,1.264,6.685,31.12
"2013-07-16",2.244,6.135,7.757,59.29,99.37,1.26,6.593,31.04
"2013-07-17",2.232,6.135,7.758,59.34,99.7,1.261,6.584,31.04
"2013-07-18",2.228,6.141,7.758,59.59,100.6,1.268,6.6,31.02
"2013-07-19",2.235,6.138,7.758,59.37,100.3,1.264,6.54,31
"2013-07-22",2.232,6.14,7.758,59.71,99.6,1.261,6.487,30.92
"2013-07-23",2.221,6.137,7.758,59.64,99.76,1.265,6.452,30.93
"2013-07-24",2.239,6.136,7.758,59.14,100.21,1.268,6.496,30.98
"2013-07-25",2.259,6.135,7.758,59.01,99.56,1.268,6.519,31.05
"2013-07-26",2.253,6.132,7.757,59.08,98.24,1.265,6.473,31.14
"2013-07-29",2.261,6.132,7.757,59.33,97.8,1.266,6.474,31.14
"2013-07-30",2.273,6.132,7.755,60.8,98.02,1.27,6.543,31.27
"2013-07-31",2.299,6.128,7.756,60.77,98.35,1.275,6.528,31.34
"2013-08-01",2.298,6.13,7.756,60.45,99.3,1.275,6.604,31.31
"2013-08-02",2.288,6.129,7.756,60.88,99.04,1.272,6.608,31.23
"2013-08-05",2.302,6.125,7.756,60.88,98.54,1.27,6.59,31.35
"2013-08-06",2.292,6.122,7.756,60.78,97.85,1.268,6.563,31.4
"2013-08-07",2.299,6.119,7.756,61.2,96.72,1.267,6.524,31.37
"2013-08-08",2.275,6.121,7.756,60.72,96.03,1.259,6.477,31.16
"2013-08-09",2.271,6.122,7.756,60.34,96.24,1.257,6.506,31.19
"2013-08-12",2.273,6.122,7.756,61.15,96.44,1.261,6.525,31.2
"2013-08-13",2.306,6.122,7.755,61.33,98.06,1.268,6.548,31.26
"2013-08-14",2.313,6.119,7.755,61.27,98.15,1.271,6.506,31.24
"2013-08-15",2.342,6.112,7.755,61.41,97.81,1.273,6.537,31.27
"2013-08-16",2.359,6.115,7.754,61.65,97.6,1.27,6.515,31.25
"2013-08-19",2.402,6.123,7.755,63.13,97.94,1.276,6.497,31.36
"2013-08-20",2.396,6.124,7.754,63.21,97.12,1.274,6.479,31.6
"2013-08-21",2.423,6.123,7.755,64.11,97.66,1.279,6.554,31.86
"2013-08-22",2.446,6.121,7.755,64.55,98.53,1.281,6.516,32.02
"2013-08-23",2.368,6.12,7.755,63.22,98.57,1.279,6.487,31.87
"2013-08-26",2.386,6.12,7.755,64.26,98.64,1.281,6.517,31.92
"2013-08-27",2.393,6.121,7.756,66.24,97.3,1.283,6.499,32.15
"2013-08-28",2.33,6.12,7.755,68.8,97.65,1.278,6.521,32.16
"2013-08-29",2.357,6.12,7.755,66.55,98.46,1.275,6.595,32.12
"2013-08-30",2.381,6.119,7.754,65.71,98.22,1.276,6.634,32.13
"2013-09-03",2.383,6.12,7.755,67.71,99.43,1.278,6.621,32.14
"2013-09-04",2.354,6.12,7.755,67.08,99.61,1.273,6.596,32.13
"2013-09-05",2.323,6.119,7.756,66.01,100.08,1.28,6.67,32.31
"2013-09-06",2.29,6.12,7.755,65.23,99.04,1.273,6.637,32.17
"2013-09-09",2.28,6.121,7.755,65.24,99.55,1.27,6.566,32.08
"2013-09-10",2.293,6.12,7.755,63.83,100.22,1.269,6.546,32.12
"2013-09-11",2.288,6.118,7.755,63.26,100.08,1.268,6.527,31.91
"2013-09-12",2.272,6.118,7.754,63.42,99.24,1.267,6.514,31.61
"2013-09-13",2.283,6.119,7.754,63.36,99.38,1.269,6.564,31.81
"2013-09-16",2.273,6.12,7.754,62.83,98.98,1.261,6.493,31.66
"2013-09-17",2.255,6.121,7.754,63.36,99.16,1.259,6.461,31.68
"2013-09-18",2.243,6.121,7.754,63.37,99.04,1.259,6.46,31.65
"2013-09-19",2.207,6.121,7.754,61.76,99.33,1.247,6.342,31.03
"2013-09-20",2.205,6.121,7.753,62.27,99.38,1.251,6.362,31.04
"2013-09-23",2.2,6.12,7.753,62.57,98.76,1.25,6.382,31.18
"2013-09-24",2.198,6.121,7.754,62.72,98.76,1.253,6.395,31.27
"2013-09-25",2.222,6.119,7.754,62.2,98.62,1.253,6.408,31.22
"2013-09-26",2.238,6.119,7.754,61.68,98.95,1.255,6.426,31.16
"2013-09-27",2.258,6.118,7.754,62.48,98.3,1.256,6.417,31.28
"2013-09-30",2.219,6.12,7.755,62.58,98.29,1.255,6.41,31.24
"2013-10-01",2.224,6.12,7.754,62.46,98.05,1.252,6.358,31.21
"2013-10-02",2.203,6.12,7.755,62.46,97.36,1.249,6.375,31.26
"2013-10-03",2.209,6.12,7.754,61.97,97.08,1.249,6.335,31.28
"2013-10-04",2.201,6.12,7.754,61.42,97.2,1.246,6.414,31.27
"2013-10-07",2.203,6.12,7.754,61.79,97.02,1.248,6.421,31.36
"2013-10-08",2.202,6.121,7.754,61.79,96.94,1.249,6.422,31.36
"2013-10-09",2.208,6.121,7.754,61.92,97.23,1.25,6.474,31.44
"2013-10-10",2.177,6.116,7.754,61.3,98.09,1.248,6.492,31.35
"2013-10-11",2.185,6.12,7.754,61.07,98.42,1.247,6.471,31.29
"2013-10-15",2.177,6.103,7.754,61.84,98.58,1.243,6.513,31.25
"2013-10-16",2.157,6.1,7.754,61.72,98.9,1.246,6.508,31.24
"2013-10-17",2.162,6.098,7.754,61.13,97.85,1.24,6.409,30.98
"2013-10-18",2.163,6.097,7.753,61.26,97.77,1.237,6.412,31.06
"2013-10-21",2.173,6.092,7.753,61.56,98.14,1.242,6.403,31.12
"2013-10-22",2.167,6.093,7.752,61.64,98.18,1.236,6.372,31.03
"2013-10-23",2.181,6.083,7.753,61.54,97.28,1.238,6.373,31.17
"2013-10-24",2.195,6.082,7.753,61.48,97.36,1.237,6.356,31.12
"2013-10-25",2.187,6.084,7.753,61.4,97.46,1.237,6.324,31.04
"2013-10-28",2.183,6.085,7.753,61.54,97.7,1.238,6.335,31.05
"2013-10-29",2.179,6.09,7.754,61.34,98.09,1.239,6.372,31.01
"2013-10-30",2.186,6.094,7.754,61.09,98.14,1.237,6.368,31.04
"2013-10-31",2.224,6.094,7.753,61.61,98.1,1.24,6.469,31.14
"2013-11-01",2.259,6.099,7.752,61.84,98.78,1.243,6.535,31.22
"2013-11-04",2.243,6.098,7.752,61.74,98.62,1.242,6.501,31.29
"2013-11-05",2.285,6.097,7.752,61.76,98.6,1.243,6.527,31.26
"2013-11-06",2.287,6.093,7.751,62.48,98.6,1.243,6.492,31.26
"2013-11-07",2.3,6.091,7.752,62.41,98.56,1.244,6.53,31.33
"2013-11-08",2.32,6.09,7.752,62.48,99.03,1.246,6.595,31.46
"2013-11-12",2.33,6.092,7.753,63.73,99.65,1.251,6.647,31.59
"2013-11-13",2.326,6.093,7.753,63.28,99.31,1.247,6.66,31.53
"2013-11-14",2.323,6.092,7.754,63.12,99.93,1.248,6.645,31.55
"2013-11-15",2.314,6.092,7.754,62.97,100.17,1.247,6.647,31.57
"2013-11-18",2.271,6.092,7.752,62.07,100.04,1.246,6.597,31.58
"2013-11-19",2.267,6.092,7.751,62.26,100.14,1.245,6.619,31.62
"2013-11-20",2.271,6.093,7.752,62.34,100.02,1.245,6.627,31.68
"2013-11-21",2.308,6.091,7.753,62.94,100.95,1.25,6.652,31.82
"2013-11-22",2.291,6.094,7.753,62.72,101.29,1.25,6.59,31.81
"2013-11-25",2.29,6.092,7.753,62.37,101.7,1.252,6.57,32.02
"2013-11-26",2.298,6.093,7.752,62.47,101.38,1.253,6.578,32.05
"2013-11-27",2.308,6.092,7.753,62.47,102.18,1.255,6.579,32.15
"2013-11-29",2.335,6.092,7.753,62.39,102.45,1.255,6.548,32.07
"2013-12-02",2.353,6.093,7.752,62.3,103.04,1.256,6.548,32.13
"2013-12-03",2.366,6.091,7.752,62.38,102.36,1.253,6.505,32.17
"2013-12-04",2.378,6.091,7.753,61.9,102.48,1.256,6.514,32.23
"2013-12-05",2.362,6.09,7.754,61.6,101.82,1.253,6.491,32.22
"2013-12-06",2.334,6.082,7.754,61.43,102.88,1.251,6.508,32.22
"2013-12-09",2.32,6.064,7.753,60.87,103.22,1.249,6.535,32.14
"2013-12-10",2.311,6.071,7.753,61.04,102.8,1.249,6.531,32.07
"2013-12-11",2.331,6.071,7.754,61.38,102.38,1.251,6.538,32.08
"2013-12-12",2.339,6.071,7.753,61.85,103.11,1.256,6.596,32.08
"2013-12-13",2.337,6.071,7.753,62.16,103.28,1.255,6.577,32.02
"2013-12-16",2.322,6.071,7.753,61.68,102.91,1.255,6.572,32.01
"2013-12-17",2.318,6.071,7.753,61.92,102.63,1.257,6.566,32.11
"2013-12-18",2.346,6.071,7.752,62.06,103.18,1.26,6.538,32.27
"2013-12-19",2.354,6.071,7.753,62.14,104.16,1.267,6.578,32.48
"2013-12-20",2.374,6.071,7.754,61.98,104.07,1.267,6.576,32.6
"2013-12-23",2.369,6.07,7.754,61.83,104.06,1.268,6.556,32.7
"2013-12-24",2.357,6.071,7.755,61.75,104.26,1.268,6.565,32.67
"2013-12-26",2.354,6.074,7.755,62.15,104.72,1.269,6.544,32.82
"2013-12-27",2.353,6.068,7.755,61.92,105.05,1.268,6.511,32.85
"2013-12-30",2.352,6.062,7.754,61.77,105,1.267,6.413,32.81
"2013-12-31",2.361,6.054,7.754,61.92,105.25,1.262,6.425,32.68
"2014-01-02",2.402,6.05,7.753,62.31,104.84,1.267,6.491,32.97
"2014-01-03",2.383,6.051,7.754,62.17,104.46,1.266,6.518,32.98
"2014-01-06",2.374,6.052,7.754,62.31,104.38,1.268,6.513,33.06
"2014-01-07",2.373,6.051,7.754,62.3,104.54,1.271,6.517,33.08
"2014-01-08",2.388,6.051,7.754,62.07,104.87,1.272,6.563,33.05
"2014-01-09",2.402,6.054,7.754,62.07,104.74,1.271,6.56,33.02
"2014-01-10",2.365,6.052,7.754,61.45,104.06,1.266,6.496,32.99
"2014-01-13",2.354,6.043,7.754,61.52,103.31,1.265,6.505,32.96
"2014-01-14",2.356,6.04,7.754,61.51,103.8,1.268,6.436,32.72
"2014-01-15",2.35,6.046,7.754,61.54,104.42,1.273,6.466,32.85
"2014-01-16",2.368,6.056,7.755,61.54,104.32,1.272,6.47,32.76
"2014-01-17",2.355,6.05,7.756,61.54,104.32,1.274,6.457,32.81
"2014-01-21",2.362,6.05,7.757,61.94,104.14,1.278,6.487,32.88
"2014-01-22",2.374,6.051,7.758,61.86,104.36,1.279,6.477,32.91
"2014-01-23",2.39,6.052,7.758,62.11,103.65,1.278,6.43,32.87
"2014-01-24",2.401,6.049,7.764,62.68,102.41,1.279,6.445,32.84
"2014-01-27",2.419,6.048,7.766,63.09,102.26,1.276,6.43,32.91
"2014-01-28",2.426,6.051,7.764,62.56,102.8,1.275,6.429,32.91
"2014-01-29",2.436,6.055,7.764,62.46,102.2,1.275,6.457,32.9
"2014-01-30",2.413,6.06,7.766,62.56,102.83,1.275,6.525,32.97
"2014-01-31",2.412,6.059,7.764,62.63,102.28,1.277,6.541,33.01
"2014-02-03",2.437,6.06,7.765,62.63,101.11,1.276,6.542,32.91
"2014-02-04",2.406,6.06,7.765,62.27,101.62,1.268,6.526,32.74
